zipcode,all_reviews
10009,"Really enjoy going to Josie's a clean classy dive bar thank the bartenders are great excellent customer service affordable alcohol only one problem they let... Went by with some friends recently. A young white guy was bartending and was extremely rude and made me feel unwelcome. He also messed up 2 of our drinks. I went to this bar with about 10 people. The bartender (young white guy with a hat) was beyond rude. I ordered a vodka soda but he gave me a tequila soda,..."
10016,"If you're looking for a cute restaurant in Murray Hill with good drinks and food, this is a great option. 

Had their German resiling with bursts as an... I stumbled upon this spot with a friend and it looked  cute so we went in and boy was that a good choice ...  the atmosphere  was really nice it was pretty... My friend owns an apartment a block away and we were waiting for her to finish work.  My husband and I had two bottles of wine, a sparkling rose and a..."
10009,"Brunch on a Saturday morning ~11 AM

Pretty busy inside but my friend and I were able to be seated immediately at the bar which was nice. Along with the... Oh how I love The Wild Son. I'm wild about The Wild Son. You, too, should be wild about The Wild Son and here's why:

The food is absolutely delicious, and... I came here for fresh juice - they had that!  They have Orange, Ginger, carrot, Grapefruit.  All fresh.  AMAZING food, cocktails and Happy Hour...

Such a..."
10022,"The tequila was delicious, the margaritas strong, and the tacos TO DIE FOR! I'm telling you, you will NOT be disappointed by the food in this place! After leaving the bar next to this we decided we needed some food & drinks. First time around sat by the tables they have the margarita special all day $6... Been to this spot a couple times. Very good happy hour which runs till 7 i believe. Best food choices for happy hour are the $3 tacos and loaded nachos for..."
10023,"I always like this place
We have gone to it for many years
The service was slow, but the food is excellent 
Maybe if you are patient you will enjoy it more... Let's set the scene.

We found this place RANDOMLY. When I say randomly I mean like we just walked past it and we're like ""let's try this place"". 

It's... Excellent place for Chinese food. The Cafe offers tasty dim sum, and regular menu options too. I really enjoyed the jumbo shrimp with scallions and garlic..."
10023,"Amazing and romantic hidden gem on the UWS. Great for drinks, dinner, or both. 

Shalel is a cute little Moroccan themed lounge & restaurant, tucked away in... Shalel appeared to be a disaster on Valentine's day! 

[We waited about 2 hours until we got our food!]
Our reservation was at 9:15p but when we arrived, we... Drawing inspiration after watching episode 2 of ""Breakfast, Lunch & Dinner"" from one of my favorite celebrity chefs David Chang, I scoped out some Moroccan..."
10001,"Came here to celebrate a birthday with me and a few colleagues after work and was greeted by the friendliest waitress, Sarah. Despite being so short she was... The liberty is a cool joint - good tunes, long happy hour ! Gotta say though, the Margherita pizza is trash. Doing NYC a real disservice 

Come through for... Bad experience. The performers were good. The food was some of the worst I have had in awhile. Most of it came, not cool or tepid, but actually cold..."
10036,"Look, I'm not looking for any negative comments.
I'm in the city at a restaurant /bar. Super clean and service is amazing. I used the restroom and there is... I thought this place was okay. Went here with my friends on a Wednesday night. I liked the vibes and the music (DJ) they had that night. 

We got seated in... Good review this time around came here with family for Christmas Eve,  got the Minnesota Juicy Lucy and it was amazing. Service was really good. Tables are..."
10002,"Been there quite few times and its fun everytime! Bar karaoke and private room karaoke on your taste and your group. I went to both and they have their own... A decent karaoke spot not in K-Town, but in the LES.

Was here for a friend's work party and had a private room. BYOB and you can bring your own food, which... This is one of those stops on the way home from a day of drinking that it totally worth it. 

You get a song per drink and I believe they even have a $4..."
10010,"Spamilton is a musical parody of the Broadway show Hamilton. Spamilton also parodies several other musicals, included Gypsy, Chicago, The King and I,... Fucking hilarious. Laughed my brains out. Bought this as a Valentine's Day gift to myself, so...good job, me! 

You know it's legit when Lin-Manuel Miranda... You say, the price of the show's not a price that you're willing to pay
You cry
As you watch one by one all your favorite characters die
Why so sad?
When..."
11201,"Jay St Bar is your standard(in a good way) local bar that had good drinks for a reasonable price and laid back atmosphere. My family trio popped in here... This is part classy local haunt, part dive bar. The drinks are nothing fancy but there's a lot of space and the ambience is cool. I'm pretty sure they have... 68 Jay St is definitely the place for happy hour drinks and building relationships with coworkers. This dive bar has strong drinks for cheap and is one of..."
10019,"Great Saturday brunch 
Attentive and friendly staff
Party of six and everyone was pleases! Good Happy Hour specials including various beers, wine and spirits. (from 4-8 weekdays) 

Was also interested to see they will be showing  the 6 Nations rugby. This is a go to late night spot with friends in Hell's Kitchen! Most recently, I went at 10pm for dinner. They were out of the short rib grilled cheese, so..."
10016,"Hidden brunch gem! Steal of a deal for boozy brunch

Overall: 4.5/5
Food: 4/5
Value: 5/5 
Service: 5/5 

On Saturdays and Sundays they have a brunch pre... Bubo is one of my go-to places for a good drink in Murray Hill. It helps that the food is delicious too!

I've been here for brunch, happy hour, dinner, and... It's Saturday night, the seventeen of us went to Bubo for after dinner drinks.  Loving it here so, we stayed till the wee hours of the..."
10028,"Bailey's is the best bar on the Upper East Side!!!

Classic feel, great prices, and a nice location off the busier avenues.  Bartenders offer great service... Bailey's Corner Pub. Upper East Side's best watering hole. From the location to the people to the atmosphere you are getting the real NYC. Best bartender in... A decent spot to watch Michigan football. The random day we were there they had one bartender and she was fighting the good fight for sure. There must have..."
10016,"If you're in the middle of Madison Square Park and you need a more introverted departure, head to Leonelli's

Drinks were off the charts, with the lounge... This is the midtown happy hour you need to go to! Amazing location, can be casual or date-y, with great food!

We came here around 5:30 and there was plenty... Whoa! What a gem!

Needed a happy hour spot in midtown QUICK and this place looked promising and boy was I right. The restaurant is located inside hotel..."
10003,"This spot is extraordinary, 5 stars hands down.. was here for brunch not too long ago and let's just say I'm glad I was able to experience this place before... Imagine a very plausible scene where the Indian food purists of the world  protest outside a restaurant incessantly chanting ""Down with the Frenchman. He's... Was not a vegetarian the first time I came here at my friend Joey Repice recommendation. I left a fan and with a whole new attitude about vegeterian food. I..."
11104,"Although this is a place is a wine bar, I go to Claret just for their delicious gluten free pizza. The crust is thin & crunchy& has excellent flavor, which... Been meaning to stop in here for a while, finally got the opportunity last night when the Christmas lights lured me in. My boyfriend and I were the only... Visit Date: December 14, 2018

My thirty-one director wanted to have a girl's night out for our thirty-one team so she suggested we do dinner in Sunnyside,..."
10002,"Threw our company holiday party here just last night. It is one of the most unique spaces I've seen and very fun vibe! Whole team had such a great time and... Went here for a free party my friend was spinning at. I found out when I showed up that free meant a 1k minimum because ""they need to make sure we spend... So let's say you have a fantastic plan for New Years Eve.  Friends from all over the country fly in for a reunion, you've found the perfect dress/shoe..."
10002,"Attractive venue, but is ""hidden"" inside the upstairs area. Would never have known about it if hadn't been invited by some friends.

Food was good, entrees... This is a  nice alternate space for preview screenings that is off the grid from the typical theaters where tv or movie screenings are held.  

Came here to... Food portions were a tad on the small side. The lamb chops I ordered barely had any meat on them and there were only two, with no side. Pistachio salad was..."
10019,"I haven't been back here since ""Space"" closed  came here this past weekend for the Dark Vocals Party w Ari L .. club itself looks the same doesn't look like... Looks like Space to me...

VENUE:
-Cool sound system, good lighting, and whatnots 
-Drink prices are disrespectful. 

BATHROOMS:
Clean, although I felt the... Manhattan still rules the nightclub scene, Call it FREQ, call it SPACE, it is amazing, best sound, amazing lights, it's got it all.  Three floors of fun...."
11103,"Friday nights 10:30pm. Full house but one 4 seater table that we were able to snag. No hostess by the door so grab anyone you can before seating yourself.... This is a nice little place.  
The food can be good I have been here several times with different groups. It is good but not amazing and a bit pricey. 
It... This is a must dine in spot in Astoria! Once you walk in, you are instantly transported to Cuba where the ambiance along with music welcomes you with open..."
10036,"I came to Hold Fast last night around 6:15, dripping from an unexpected downpour of rain. The bartender set me up with a menu while I hovered near the bar.... We came here for a quick bite before a Broadway show on a weeknight. Thankfully we made a last minute reservation, because they were completely full when we... What a great find... and at the edge of the Theater District. The people at the next table were all actors from a Broadway show. I'd suggest making..."
10018,"I arrived in New York City from the good ol Left Coast, Santa Maria, California. Santa Maria is perched between Santa Barbara and San Luis Obispo, which... A pretty nice rooftop bar with a nice view of the Empire State Building. I came here with a group of friends after a Yelp event and I was pretty surprised... Truly nothing extraordinary about this place. 

BUT it does have a great view of the Empire State Building and a variety of drinks. 

So if you are looking..."
10001,"Great new spot near Madison square garden! Bless - finally a place with a good happy hour close by! 

The menu is extensive - the veal chop is a must. We... Went for lunch with a friend, newly open spot so didn't know what to expect. Must say, I was extremely happy with the dishes we chose  and attentive... So the Penn Station/Madison Square Garden area can be a little bit of a wasteland for quality and reasonable prices.  I mean hey - so can the rest of New..."
10009,"Quick tip: If you have an Android phone you can use the ""healsonic"" app by healsonic. (Yes same company name). I successfully used it all night. I found... I had one of my best nights in New York here last saturday night.  The vibes were great, the staff were extremely nice, and i know i will be bringing my... Came here on NYE so the place was a little crowded but not too bad. Really cool looking place - zebra print couches, string lights on the ceiling, and they..."
10001,"My family and I visited this restaurant for lunch on a Friday (03/13/2020).  I am sure this place is happening but due to the current situation with the... A great place to stop in. 

We ate here twice and heard many other people say they had been multiple times! The wings are great! Also, delicious bulgogi... This feels textbook four stars. There was nothing wrong with it, and the service was quite attentive and friendly. The food was also pretty good, and I..."
11106,"Was taken here on a date... also did not happen to work out.. but I got this favorite little Mexican restaurant spot out of it and that is a win for me! 

I... Talk about an amazing brunch spot right in the heart of Astoria! I had the following items and they were all delicious! 
⁣
Dulce Muerte⁣
Mexican tres leches... Wandered here last night with a hankering for frozen margaritas and greasy Mexican food. 

Although it was quite busy, we were seated right away by the..."
11249,"This is one of my favorite after work places. Divey bar with happy hour/ free pizza ($1 for extra toppings) to snack on while you chat and lay back. I... I've been to the Charleston a handful of times and each time I'm here I still feel the same sense of comradery when inside. It's a cool, no frills, dive bar... It was my first time coming here and I'm so glad I found this place! The interior seems like a normal bar the moment you step in, however they also have a..."
10036,"Was skeptical about an outpost of the amazing original West Village location, but was craving it and liked the expanded menu. The burger came out perfect,... I just came for lunch after a hard day. I didn't expect thee best burger I've ever tasted. In addition the Waitress Stephanie was soooooo wonderful and... I recently moved from NYC to Dallas (don't ask) and boy do I miss this place, among many others. Their burgers are some of the best in the entire world."
10024,"Attended Central Park's annual Adventure NYC for kids. Portion of the park was transformed to part obstacle course, part family fun. Arrived early to stand... Free concerts have been given at this Bandshell for over a hundred years .  It's located pretty much at the dead center of Central Park. No Review"
10009,"Covid pick up review!  I was walking along the street and saw a sign for their 10 taco + pitcher of frozen Margaritas for $36++ feast.  They threw in chips... I LOVE this place! One of my favorite spots in NY so far! The brunch deal was amazing it's only $37 for meal entree and bottomless margs, sangria, or... I stopped by Villa Cemita as part of a pulsd deal ($55 for 3 courses & 4 cocktails/wine/beer for two people) and it ended up being a great deal to catch up..."
11106,"This is a neighborhood gem. The staff is super friendly and accomodating. We've been here a number of times and it never disappoints. From their regular... Came here during quarantine for some pasta, but ended up getting margarita and martini. Let me tell you, that was the best cocktails we've ever had. Kudos... I've been here a couple times and it's been consistent every time I come. I usually just sit at the bar and order the meatballs. It's very tasty and price..."
10003,"Lovely local wine bar! Very good happy hour-
Had a Negroni, two glasses of Sancerre and cheese/meat plate all under $45!

Owner is very kind and genuine.... Been coming here for years and I always enjoy myself! Great date spot or for catching up with a friend. 

I've had two excellent dates here in the past.... - Enter through the left door
- Cute little wine bar in the east village
- Brick walls, dim lighting, cozy, private
- Come for wine night or a nice date
-..."
10009,"Very comfortable bar with couches and tables for quiet conversation.  The bartender was very friendly and accommodating.  Good wine choices reasonably... I really hate to write this negative review, but after a couple of bad interactions with the ""owner"" (or at least I think its the owner), I have to share my... I really enjoyed this place as it allowed me to sip a beer while working away on my laptop and taking advantage of their free wifi. 

It was a Sunday..."
11249,"Love this place they're  very considerate of your safety. 

My friend , Crazily kept trying to order me drinks and they asked me permission to get those... Sweet spot for casual drinks with friends right off Grand St. I've been here multiple times waiting for a nearby restaurant reservation, or for happy hour.... Was exploring Brooklyn with a friend who knew I love tiki and cocktail culture. Brought me here and it was great! It was a Sunday so they were slow, but the..."
10002,"So in full transparency, I had NO idea this place was here. 

I have walked from Monk McGinn's to Old Man Hustle/Clockwork bar, more times than I can count... If I didn't know that this bar was there, I definitely would have walked past it and not been any the wiser. There was no signage, and the interior was... Excellent cocktail bar in Chinatown/Two Bridges. This is a cozy spot with a chic and charming ambiance. We were waiting for our table at Kiki's a few blocks..."
10022,"First time here. Shabby chic. A little tight. Excellent food at great prices. Had the duck. Was very happy with it!  Would come again. Found this place on Yelp and based off of the rating though that I had found a hidden gem, boy that wasn't the case. Let me just preface by saying, this is... Nice out of the way wine bar to grab a quick snack, decent wines by the glass and a small but drinkable collection of beer by the bottle. Not as loud as..."
10009,"Great bar - East
Village destination. Must come for a sports Saturday. Great wings beer and fun I won't go here again. I went here on a trivia night last month, opened a tab, and got exactly four items for myself and my two companions over the course... Stopped by about a week ago a few minutes before the kitchen closing and they totally still let us order food. Thank you! 
We were not disappointed with the..."
11206,"Great place for mistakes!*
An 'end-of-the-night bar' sure 
To make you more drunk 


* apologies to the bartenders & patrons who were super chill while my... neighborhood bar in the heart of bushwick, good selection of draft and can beers w shots at a very reasonable prices, never tried the cocktail. there's also... Cute little neighbourhood bar with good drinks. Friendly bartenders. Mostly chill crowd. 

Cash only! Learnt this the hard way."
10002,"Have been going to this place for over 10 years.. if you love intimate performances by rising talents, please come, grab a drink and enjoy with other music... One of the few venues left without a cover charge.  It is hit or miss and can be overly crowded.  There are also ticketed halls so you can actually sit... Coincidentally I rocked out with my friend, Janet LaBelle at Stage 1 over 7 years ago. Now, I am back tonight at Stage 3 to rock out with her again...."
10017,"I've been coming to Uncle's Charlie for past 2 years. An amazing atmosphere and happy hour specials are great. If you like to listen to people singing... I don't drink, so it wasn't really a place that was for me. But I came here with some friends to celebrate a mutual friend's birthday. I order the typical... Nice bar in midtown East without too many frills. Happy hour $7 well cocktails. Great, attentive and friendly bartenders give it an extra star (Giovanni was..."
11211,"My friend loves cigars and so I indulge here and there but this spot makes the whole experience worth it..Nice ,chill, laid back atmosphere with friendly... What a disappointment!  We'd visited two of the Davidoff stores in the city and were impressed with how we were greeted as well as the available selection... I love visiting this lounge whenever I travel to Brooklyn or on my way east from Manhattan.  They have an amazing selection of cigars.  The hosts are very..."
10016,"This place is sub-par tex mex food in the best possible ways. Could you make everything they serve at home? Yes, probably. But portion sizes are huge and... Good place for an after work happy hour with some margaritas and chips and salsa. 

I tried a strawberry and a watermelon margarita, both were strong,... The strongest margs that NYC has seen, or rather that I've ever seen in NYC. Truly, word to the wise: don't chug 4 of these on a weeknight with your..."
10018,"Good service, prompt response time and they're able to work within the restrictions of any budget. They can refer you to a couple of local limo companies if... Wish I could give them no stars!  Horrible Horrible Horrible.  Cancelled my daughter's after prom tickets to the Copa 24 hours prior to the event.  When I... No Review"
10036,"Ordered a Madison Margarita and it was delicious. You can actually taste the tequila unlike other places in the Times Square area. Will definitely be back... Now hotel lobby bars are not a first choice simply because they are usually ahh this place looked cool & the reviews were not bad so we figured why not... rude and unhelpful server . Works the Tuesday night shift , Latin chic.. I went to a whole new hotel bar to get away from her and that attitude"
10019,"This is a relatively chill bar where you can get some solid food along with watching the game, if you so please. Gotta please the missus while you keep... I enjoyed the experience at Bar Culaccino. I heard about it from my cousin and it exceeded my expectations. I received good service. They also have a good... Really nice hangout. 

Food and drink: Decent selection of wine, and quality cocktails. Ordered the affettati and was excellent. Paninis looked appetizing..."
11211,"Such a cute local bar, it's pretty small with about 5 tables and a bar seating. The vibe was super chill, place to grab a drink before grabbing dinner or to... Great spot for drinks! We arrived around 6:30pm for happy hour on a Wednesday, there were a few people but otherwise open and we were able to grab a table.... We happened upon this place while walking around after leaving the Park. It's a cute little spot with a nice selection of Drinks, Beers and Rosé.

Love the..."
10011,"Ordered ahead online to get takeout from Bar B and had an even better experience this time around! The Fusilli al Prosciutto and Porcini is still my... A tiny spot (you stand, not sitting) and... such a nice spot. 

The food was delicious, the people working had the nicest smile, no plastic (straws are... I wanted Italian food after class so I wanted to come here. I actually tried coming here twice - the first time the line was too long and it looked..."
10019,"Pretty cool space/set up here. Very spacious inside with different levels for seating.
Drinks are ridiculously expensive, so pre-game before your... Overall, this is pretty nice venue! Beautiful views, nice lawn space to relax in, ample room at the bar or inside the concert space for walking around, and... What a fantastic show! I can honestly say that I've never been to anything like Vintage Live! It's entirely improvised so every night, it's a different show..."
11106,"Two stars for the mysterious nature of this place. I live a few blocks away and rarely see it open. I got the opportunity to check it out on ""Metal Mondays... I step into this place one night during a full moon.  I was out with my sister and guy roommate.  We met these two columbian guys outside who insisted that... Really trashy club with a bouncer and velvet rope. total crap. Not even worth going as a joke. Nothing funny beyond the ridiculous castle facade."
10018,"This massive beer hall gets loud and rowdy, but it's one of my favorite group drinking spots because the food's also pretty decent.

All hail the massive... This German restaurant was in a Bavarian pub like setting. This would be a good place for a big group since their tables are really long. This is my first... I can only say great things about this place. 

Came after work on a Friday and got seated right away. Tables are family style so I was sitting close with..."
10028,"Great bar. Small but has all the games on. There's good service and there's no loud music. A nice place to hang out if you don't like loud music or loud people A solid dive bar on the Upper East Side.Lots of seating at their bar and high tabletops. It's a chill, low-key spot with friendly bartenders and budget... I finally came inside with a friend in town on a summer afternoon. It's a low key pub with a cash only feel... they have pool tables, games on the TVs and..."
11103,"Top place to smoke hookah in Astoria, the Manager is give me the best costumer service.
The place is clean & fresh.
Worth the visit. This is hidden GEM!!! First time going there but we had a BLAST and the best part is 23/7. Hookahs are only 14 bucks and they are LOADED!!! Overall nice... The best hookah in Astoria I come here a lot the staff is amazing, the hookah is very satisfying and fresh juices are delicious I definitely recommend this..."
10003,"The New York Comedy Club is the spot to go for good laughs and a good time. The comedians were fantastic, the location is perfect-right in the middle of... I came here with my boyfriend and really enjoyed my evening. The tickets are definitely worth the comedic value you receive when coming here; at least the... Security/bouncer = 2
2 drink minimum = 3
Comedians = 3
Comedian Host = 4

I've gave this place a 3 because the guy that was setting us, said a very tall..."
11222,"This place was my absolute favorite when I lived in Brooklyn and I'm so glad it's still around. When I went Irene herself was always bartending and it was a... I gotta tell you, one of my guilty pleasures are Jell-O shots. I like them so much, they may be part of my last meal on earth. So yeah, Irene's is my kind... Jello Shots.

Yeah, you heard me. Jello shots.

Aside from being an excellent polish dive bar on the cusp of Greenpoint. This place serves up a mean Jello..."
10036,"I bought tickets for my son and I for That Chemistry Show on Groupon. No phone's are allowed during the performance so I didn't take any pictures but the... *This post was got The old Tank NYC location*

Found out there are house Improv teams here which are organized by the great Leah Evans // everything this... The Tank is an amazing space for producers and audience members alike. This is a fantastic black box space right off of Times Square. There are 62 seats..."
10003,I'm not sure why the bad reviews for this place. I've ordered from here multiple times since staying at a hotel for work and they have been nothing but... I would say the table service and the staff are pretty nice and the ambiance is pretty chill along with a nice glow with all the lighting. I've seen much of... The atmosphere is classy diner. We were there during the Corona panic and were one of two tables with people. (Thursday night.) The staff was great and the...
10003,"First time coming here. Had the fish and chips and Jessica rabbit. Loved it! My first time drinking gin. I think I'm a fan  Coming in on Valentine's Day I... First time coming here for a friend's birthday, and I didn't think it was that bad! Just really expensive.

I ordered Fried Pickles ($11) and Chicken Wings... I've wanted to check this place out because it's located in such a convenient spot right near 14th street Union Square AND I've heard this place has a great..."
11222,"As both Texan and Californian, let me say that these are the some of the most delicious So-Cal/Tex-Mex inspired tacos in all of Greenpoint. Situated in the... Came here because I heard the tacos were great. The tacos are on the pricey side but you do get 2 rather large sized tacos. I was really looking forward to... Ordered delivery and after waiting 90 mins I called GrubHub... They were unable to reach the business so all they could do was refund me. Bummer."
11249,"My wife's birthday fell on a Friday which can be very difficult for larger groups to secure a reservation. I was lucky enough to snag a spot for us  two... The pros: Nice dining room, great service. The cons: pretty much all of the food I tried had an issue. This food here is just as mediocre as the old... A star is born.

The Chez Ma Tante crew (well-trained, friendly, warm, serious, professional, sharply instinctive) has taken over the former Reynard space..."
11205,"There are literally no restaurants around these parts, needless to say I was a skeptic from the good reviews. 

Came here Saturday night and didn't have to... Very Bad service! 
 Bartender ordered wrong food and didn't even apologize. I got my drink when I already have finished the food . Also when we sat down I... Chill vibe, gray date night spot, but substandard fish and chips.  This place has been on my list for some time. The reviews looked super promising, but the..."
11206,"#Seems like a decent bar. They had burgers the time I went. Burgers were nothing special, but the #fixins bar had plenty of stuff. I like stuff. This is someone's favourite bar -- but is certainly very far from MY favourite. 

We were in the area for some shopping and decided to google a place for... Was alerted to the existence of this bar by another yelper and decided to check it out while waiting for a spot at Champs Diner across the street. I feel..."
11237,"I've been coming to cobra club since before they were open. Until recently the service has been outstanding. 

Then they let this ditzy princess behind the... In the area to catch a show around the corner so we came in here to kill some time. 
Sat at the bar for drinks, Tito's & cranberry for me not bad, good... Came here with some friends on a Friday night for the free comedy show. The bar is a nice space with a stage for events in the back. The event area is small..."
11211,"We dined at Carneval a week ago, and are still raving about it, even recommending it to all of our friends. 

The service was excellent, the food even... I went to holiday party on a Friday night with a coworker. The salsa and merengue music is blasting. People are dancing. Loud and happy conversations are... Came here for Valentine's Day because I really liked the menu and I've been meaning to try it for a while now but they had a special Valentine's Day menu..."
11221,"Attractive, cozy bar which is very hospitable to high quality, original entertainment and arts presentations.   

Service is incredibly thoughtful and... What a spot. I mean really, what a spot. I rarely give 5-star reviews, but this is one place that deserves it. As soon as I walked in, I was greeted with a... Such a cool spot! We went in on a Friday night and it wasn't crowded at all, which I have no idea why! The happy hour was great ($7 cocktails!) and my..."
11249,"Fun spot from the owner of Sea Wolf and other local places. Happy Hour 4-7. The drink prices are excellent and the mudslide takes me back to being on a... Such a fun spot! There's a light up dance floor!! Unpretentious space, amazing bartenders (Lisa, Jodi and Ashley are the best!) Definitely the perfect place... I love JJ's!!! My boyfriend and I went here for the first time last weekend, and I am SO glad we stopped by! This place is amazing on every front- great..."
11221,"First, know this bar is not fancy. It's a dive, my favorite kind of place to grab a drink on a late night. The bartender, Cash, was super personable and... This place is great!!! The bartender is so nice and they have so many options in whiskey & bourbon.The music is so chill and definitely gives you the... Classic dive bar. Punk playing loud but not too loud you can't have a conversation. Fun bartender and cheap whiskey. Couldn't have asked for much more."
11237,"I can dig this place during the week but the young crowd on the weekends can be a turnoff. I don't mean young like late 20s, I mean they are probably mostly... Great drinks! Great ambience! Awesome bartenders! I love it here! CASH only, but it's alright! The pool table parts are the best! Carmelo's is a divey two story bar/lounge/arcade. The first floor is a bar that is cash only with limited options. A few house cocktails and wine($9) and..."
11206,"I found this place walking around with my friend,  I just walked in to see what the party was about and was surprised by the positive happy vibe of everyone... This club is so nice. The decor gives me a movie set feeling like nothing is real but it is. Hard to describe but very inviting. 

The bartenders handled to... Upon my second time visiting this establishment for a special event on Valentine's Day night for the Retro Factory's Voulez Vous Encore event. This is one..."
11221,"No good reason this place is not on yelp... well. Your welcome.

Tucked away spot off Broadway. A friend invited me to experience his band playing and it... I was excited to see a ""cool"" bar legit only like a block from where I was staying for the week. The sign outside doesn't necessarily belie what's inside,... Bartender was amazing. She helped with everything and gave extremely good service. This will be my go to spot in bushwick."
11206,"We had a fun time! 

Located in the back yard  of Arrogant Swine. It's kinda in the middle of a desolate area of East Williamsburg. 

Had no trouble parking... Company seems to be a scam. Emailed them 48 hours ago and I didn't even get an acknowledgement. Seems to me like they took my $70 and ran. Probably better with some substance enhancement BUT if you like off broadway, Alice, and being crammed into a trucked out bus with tanqueray... yay?

This..."
11238,"Came specifically to see the Side Ponytail comedy show that's free every Wednesday night and last Saturday of the month. Pretty cool venue although it was... I've come here for a few events and it's OK. There's a room with a stage separated from the main bar area, beer selection was small but varied and the... I really enjoy the vibe here. It's a super dive bar. Music is usually great: pop, r&b, some 90s, hip-hop. And the bartender is generous with her pour...."
11216,"If you smile while you are ordering they will give you a free drink! Try it! 

Having said that this is an amazing new spot in Bed - Stuy that will become... Excellent local bar.  Great addition to the neighborhood.  Great drink selection and service Fun place! Really enjoyed it. Tasty drinks and good crowd of people. They had a DJ there playing music."
11249,"Laid back.

Can't go wrong with TBA. It has a very interesting vibe. Warehouse style space with a large bar and dance area - late night is always solid, and... Came here for the live music. Cover was 20 bucks a person. I didn't want to pay for that but my date did so we went anyways. Drinks are fairly priced and... I came for a friend's birthday party during happy hour and was excited finally to visit this legendary spot.

The sound system is really, really good...."
11211,"I have never not liked this place. Low lights. Carpeted floors & walls. Velvety cushions. Warmth. The patio is under the BQE. It's not Westlight, but for... Came here for happy hour - upon first coming into the bar an awful dingy scent filled my nose . The place itself is cute but I immediately had to run to the... This place is kind of...sucks.

It's a shame because the interior of the space is super cool and like you're in someones funky living room. The rooftop is..."
11221,"Cute coffee shop near my boyfriend's apartment. I walked in with my own mug to grab some cold brew and the man at the counter was very kind about letting me... Fantastic little dive bar and coffee shop. It's trendy, friendly, and very welcoming. Their coffee is great as well. I love the fact that they've got coffee... Nice little hole in the wall cafe and bar. They only serve pastries so if you are seeing something more substantial, there are options in the area."
11222,"Nice place to chill, get tipsy and sing! They have a ton of choices by artist and by song. Definitely something a person like me can appreciate because I... They only have ONE Aaron Carter song and it's not even the good one. Not to mention they refused to let me submit a Smash Mouth Classic as an alternative... Baby Grand is a place in it's own category if I had to describe it. Not your traditional bar in that you're in queue waiting a good while for the bartender..."
11206,"I have to say this must be the best spot to chill and hang out have a few drinks and chop it up with friends friday thru Sunday. Always a  welcoming feel... Privilege is a cool spot. Every time I go, I enjoy my night. The wings are good & the drinks are great priced. The DJ is awesome and the bartenders are... I came here for the second time Friday August 10 around 1:30am and me and my friends were charged a cover. $5 for women and $10 for guys. The gentleman at..."
11205,"Great place to hang out with your friends and meet new people. Nice vibes and pleasant personnel -  except the tall man at the door in the weekend, aaalways... Project Parlor is an awesome bar. I didn't plan it, but I was lucky enough to stop in when they were doing their Black History Month performance night (with... Great place. Always a good mix of people.  Great happy hour specials."
11211,"I love the authentic old New York feel. I mostly drink wine which they have both on tap and in the bottle. . Great atmosphere and really friendly bartender.... This is my favorite spot in the neighborhood. We had the wings on Sunday and I would have to they are the best I've had in Williamsburg. The staff was super... This place !! Crystal Lake is a ""cheers"" bar even for the non locals ... all of the Bartenders are so cool ..if I had to chose one place to stop in Brooklyn..."
11211,"These folks have really improved their game. We went from hating this place to it being our go to.  I even had my last bday party there. Such a beautiful... Stopped by here for a pint or two on the way to a show. Very nice, rustic atmosphere. Decent beet selection and good service. This bar is another one on my wish list until yesterday I had a chance to go. I like about the vibes of the place, interior, decoration, furniture and the..."
11221,"This bar was lovely. Came here to take pictures/see my friends band play back in January and the atmosphere was really nice! Came here for the first time last night, and I've gotta say, it was pretty darn good. I arrived around 7:30 pm, just before their happy hour ended at 8.... A fun little local bar! I love to hang out on the outdoor patio in the warm weather, and the prices are very reasonable! Super cool space inside as well...."
11206,"Cheers! We love this place for their Bloody Mary menu and dog friendly vibe. It's a super chill yet lively spot to watch a game or hang with friends. Any... TLDR; This bar is worth visiting, read ahead for my own opinion

I have to say that I personally am not the biggest fan of this bar, but I do want to say... I love how friendly bartenders are and the large selection of beers ranging from CIDERS to SOUR ALES. The place is huge and they have great happy hour..."
11206,"Threw a surprise birthday party here. The space comfortably accommadated 55+ people. The back patio is to die for! It's so cute with the lights and perfect... I like this bar,the food is very good and affordable,the one bartender with the glasses is a moron, moron may be  harsh maybe  inattentive 
He took my menu... Came here for NFL Sunday. Got a burger and wings. The food was ok nothing crazy, but the environment was perfect. It's a great place to drink some beers,..."
11249,"I took Milly Tamarez' Stand-Up Class and this is hands down the best Stand Up Class in New York City. Other classes have like 20 people in them and all you... Great class, good structure, fun teacher. Good basic intro to doing your own stand-up set I took Rachel Rosenthal's Level 2 class here and it was amazing! One of the most informative and liberating improv experiences you can ask for. The shows..."
11249,"Let's be real you are coming here for the location & view. It's a cool spot and I would think you might want to try to get there once just to take the... I mean the view is incredible, the drinks are good, and the space is awesome. you get charged an absurd amount of money for cocktails, more than some places... The water tower bar provides an excellent view of the city and the sunset. It is pretty small and doesn't offer a lot of seating so it is best to reserve a..."
11385,"Cool spot with good music and a good staff.  Good as a neighborhood drink spot and can get a dance floor going as well. There's a lot of cocktail bars in the buschwick/ridgewood area that I've been wanting to try but I barely go to Brooklyn. This weekend however, I trekked to... Cool ass spot! Very eclectic feel with burlesque to boot on Sunday night. You walk in and feel like you've entered a den of fun & entertainment. The decor..."
